ID,TRUE_CLUSTER_ID,COMPUTED_CLUSTER_ID,ENTROPY,REFERENCE
B911287,19,204,1.0986122886681096,MARK A GONZALES 11494 HUNTINGTON VILLAGE LANE GOLD RIVER CALIF 95670 916 672 3078
B930683,19,204,1.0986122886681096,MARK A GONZALES 11494 HUNTINGTZON VILLAGE LANE GOLD RIVER CA 95670 916 672 3078
B931148,19,204,1.0986122886681096,MARK A GONZALES 11494 HUNTINGTON VILLAGE LANE GOLD RIVER CA 95670 916 672 3078
B908275,20,118,1.3862943611198906,CARLO ANDREALA 430115 CALLER MIAMI FL 33243 305 101 7216
B938992,20,118,1.3862943611198906,C ANDREALA 1347 BUZON MALVERN AR 72104 501 251 2223
B931568,21,217,0.6931471805599453,M P ZUCCARELLO 602 OFFICE BOX STUTTGART ARKANSAS 72160 870 280 5778
B925835,22,17,1.3862943611198906,ROSA GARRETT 1650 BROADWAY AVE APARTMENT O SEASIDE CALIFORNIA 93955 831 200 6802
B904533,22,108,1.3862943611198906,ROSA GARRETT 3754 ARLINGTON CIR PITTSBURG CA 94565 925 175 4116
B983661,22,108,1.3862943611198906,ROSA GARRETT 3754 ARLINGTON CIR PITTSBURG CALIFORNIA 94565 925 175 4116
B977896,22,109,1.3862943611198906,ROSA GARRETT 201 GALILEO LANE PERRIS CA 92571 909 672 8186
B955607,22,109,1.3862943611198906,ROSA GARRETT 401 WALKER ST ARVIN CA 9H3203 661 455 1784
B902686,22,109,1.3862943611198906,ROSA GARRETT 201 GALILEO LN PERRIS CA 92571 909 672 8186
B985280,23,109,1.6094379124341005,ADNIEL M WAR 201 GLILEO LN PERRIS CA 92571 909 672 8186
B915379,23,246,1.6094379124341005,DANA M WAR 2747 COUNTY ROAD 425 JONESBORO AR 72404 870 644 8000
B946765,23,246,1.6094379124341005,DANNY M AWR 2747 COUNTY ROAD 425 JONESBORO ARK 72404 870 644 8000
B998125,23,246,1.6094379124341005,DANIEL M WAR 6825 HENDGRY DR LAKE WORTH FL 33463E 561 362 3722
B941725,24,171,0.6931471805599453,MELCHOR ESPARZA 712 STILLVEW CIR BRANDON FLORIDA 33510 813 451 5110
B954728,24,171,0.6931471805599453,MELCHOR ESPARZA 6507 WINFIELD BOULEVARD C108 MARGATE FLA 33063 954 575 7114
B909774,24,171,0.6931471805599453,MELCHOR ESPARZA 6507 WINFIELD BLVD C108 MARGATE FLORIDA U33063 954 575 7114
B914835,24,172,0.6931471805599453,M ESPARZA 644 MCKINLEY COURT KISSIMMEE FL 34758 407 744 8606
B908713,24,172,0.6931471805599453,MELCHOR ESPARZA 644 MCKINLEY CT KISSIMMEE FLA 34758 407 744 8606
B967925,24,172,0.6931471805599453,ESPARZA 1102 SPRING LITE WAY ORLANDO FL 32825 407 342 7004
B910346,24,172,0.6931471805599453,MELCHOR E 644 MCKINLEYCT KISSIMMEE FLA 34758 407 744 8606
B906623,24,173,0.6931471805599453,MELCHOR ESPARZA 7586 CALL BOX FORT MYERS FLA 33911 239 305 0542
B962649,25,82,1.3862943611198906,DOROTHY P CAPETILLO 5335 48TH AVE N SAINT PETERSBURG FLA 33709 727 102 6884
B964885,25,83,1.3862943611198906,DOROTHY P BLANKESHIP 1257 APARTADO SARASOTA FL 34230 941 187 5002
B924107,25,83,1.3862943611198906,DOROTHY P CAPETILLO 1257 POST SARASOTA FLORIDA 34230 941 745 1061
B997100,25,83,1.3862943611198906,DEE P BLANKENSHIP 7837 BRIDGESTONETER JACKSONVILLE FLORIDA 32216 904 114 2701
B970535,26,82,1.945910149055313,JEFF CAPETILLO 15632 POST SAINT PETERSBURG FLORIDA 33733 727 102 6884
B963886,27,12,1.0986122886681096,I OLIVER 165891 APTDO LITTLE ROCK ARK 72216 501 432 2332
B960089,28,97,1.0986122886681096,ELVIA J AYALA 1010 PALM DESERT DR GARLAND TEXAS 75044 972 570 4030
B954810,28,97,1.0986122886681096,ELVIA J AYALA 1010 PALM DESET DRIV GARLAND TEXAS 75044 972 570 4030
B949550,28,97,1.0986122886681096,E J AYALA 1010 PALM DESERT DRIVE GARLAND TX 75044 972 570 4030
B901889,28,98,1.0986122886681096,ELVIA J AYALA 11120 COLLEGE AVENU MONTCLAIR CA 9163 909 731 4838
B951517,28,98,1.0986122886681096,E J AYALA 11120 COLLEGE AVE MONTCLAIR CALIFORNIA 91763 909 731 4838
B986778,28,98,1.0986122886681096,J B 11120 COLLEGE AVE MONTCLAIR CA 91763 909 731 4838
B955905,28,98,1.0986122886681096,E J AYALA 3203 SAN MEDINA AVE DALLAS TX 75228 214 701 3356
B998584,29,98,1.3862943611198906,A BRYANT 11120 COLLEGE AVE MONTCLAIR CA 91763 909 731 4838
B944790,29,191,1.3862943611198906,MATTHEW A BRYANT 136 CREEKVIEWDR VALLEJO CA 94591 707 134 6727
B921663,30,82,1.0986122886681096,CECILIA C OSORIO 6625 17TH STREET S SAINT PETERSBURG FLA 33712 727 676 8123
B993082,30,209,1.0986122886681096,B OSORIO 580 COUNTY ROAD 3463 KEMPNER TX 76539 512 488 4703
B914456,30,234,1.0986122886681096,CELIA B OSORIO 1807 SCOTTSDALE DR ARLINGTON TEXAS 76018 817 678 5436
B917590,30,234,1.0986122886681096,CELIA B OSORIO 1807 SCOTTSDALE DR ARLINGTON TX 76018 817 678 5436
B998090,30,235,1.0986122886681096,CECILIA C BAPTISTE 955 DTTEREL RD APT 230P6 DELRAY BEACH FLA 33444 561 672 1323
B916413,30,235,1.0986122886681096,CECILIA C OSORIO 955 DOTTEREL RD APT 2306 DELRAY BEACH FL 33444 561 672 1323
B939016,30,235,1.0986122886681096,CECILIA C OSORIO 955 DOTTEREL RD APT 2F306 DELRAY BEACH F 33444 561 672 1323
B949155,30,239,1.0986122886681096,C OSORIO 38125 TIMBERLANE DR UMATILLA FLA 32784 352 144 4463
B995353,31,236,1.0986122886681096,RALPH BAPTISTE 12614 ARROWHEAD CIR LAREDO TX 78045 956 572 2473
B979855,31,236,1.0986122886681096,RALPH BAPTISTE 12614 ARROWHEAD CIR LAREDO TEXAS 78045 956 572 2473
B960068,31,237,1.0986122886681096,RALPH BAPTISTE 955 DOTTEREL RD APARTMENT 2306 DELRAY BEACH FL 3P3444 561 672 1323
B930624,31,237,1.0986122886681096,RALPH BAPTISTE 955 DOTTEREL RD APT 2306 DELRAY BEACH FLA 33444 561 672 1323
B928471,31,238,1.0986122886681096,RALPH BAPTISTE 400 VALENCIA DR APT 1331 MAUMELLE AR 72113 501 745 5175
B914958,31,238,1.0986122886681096,RALPH BAPTISTE 400 VALENCIA DR APT 1331 MAUMELLE ARKANSAS 72113 501 745 5175
B998586,31,238,1.0986122886681096,RALPH BAPTISTE 400 VALENCIA DRIVE APARTMENT 1331 MAUMELLE ARK 72113 501 745 5175
B940404,31,239,1.0986122886681096,RALPH BAPTISTE 2265 APARTADO CUMATILLA FL 32784 352 144 4463
B992393,32,214,1.0986122886681096,BELEN LEWIS 1577 POMEROY AVE APT 303 SANTA CLARA CA 9551 408 210 3420
B916273,32,214,1.0986122886681096,BELEN LEWIS 1577 POMEROY AVE APT 303 SANTA CLARA CALIF 95051 408 210 3420
B983097,32,214,1.0986122886681096,BELEN HORTON 1577 POMEROY AVE APT 3K03 SANTA CLARA CALIF 95051 408 210 3420
B917998,32,250,1.0986122886681096,BELEN LEWIS 4574 N HAZEL AVE FRESNO CA 93722 559 828 7211
B943702,32,301,1.0986122886681096,BELEN LEWIS 7595 POST OFFICE BOX PORT ST LUCIE FLORIDA 34985 786 622 4078
B912001,33,192,1.0986122886681096,EARL M OHRTON 7546 FLA PAZ BLVD BOCA RATON FL 33433 561 707 2688
B970178,33,193,1.0986122886681096,EARL M HORTON 1508 SA ANTONIO AV APT MENLAO PARK CALIFORNIA 94025 650 870 4246
B909016,33,193,1.0986122886681096,EARL M HORTON 1855 NW 15TEH AVE APT 1602 MIAMI FL 33125 305 286 6024
B913984,34,232,1.0986122886681096,SALVADOR J C 1716 BROADMOORE ST LIVERMORE CA 94551 925 483 3333
B924362,34,232,1.0986122886681096,SLAVADOR J CAPPS 732 BOX LAKE FOREST CA 92609 949 144 1561
B997645,34,232,1.0986122886681096,SALVADOR J CAPPS 1716 BROADMOOR STR LIVERMRE CA 94551 925 483 3333
B901164,35,78,1.0986122886681096,EVERARDO J NAVARRO 710 N GENESEE AVE APT 4 LOS ANGELES CA 90046 818 363 5745
B978775,36,264,1.6094379124341005,MARTHA COLLINS 280911 POST OFFICE BOX SAN FRANCISCO CALIF 94128 415 538 1852
B980649,36,302,1.6094379124341005,MARTHA AMPEREZ 218 W SILVER SANDS DR SAN ANTONIO TX 78216 210 727 0638
B944379,36,302,1.6094379124341005,MARTHA COLLINS 218 W SILVER SANDS DR SAN ANTONIO TEXAS 8216 210 727 0638
B988259,36,303,1.6094379124341005,MARTHA AMPEREZ 108 E CHURCH ST GAINESVLLE TX 76240 940 818 1265
B967888,36,303,1.6094379124341005,MART COLLINS 108 E CHURCH ST GAINESVILLE TX 76240 940 818 1265
B958228,36,303,1.6094379124341005,MARTHA COLLINS 108 E CHRCH STRT GAINESVILLE TX 76240 940 818 1265
B953961,36,304,1.6094379124341005,MARTHA COLLINS 3937 LUKE LN CARROLLTON TEXAS 75007 972 257 0041
B979905,37,301,0.6931471805599453,FRANCIS AMPEREZ 7595 POST OFFICE PORT ST LUCIE FLORIDA 34985 407 642 6881
B974722,37,302,0.6931471805599453,FRANCIS AMPEREZ 218 W SILVER SANDS DR SAN ANTONIO TX 78216 210 727 0638
B955976,37,303,0.6931471805599453,FRANCIS AMPEREZ 108 E CHURCH STREET GAINEVILLE TX 76240 940 818 1265
B927283,37,303,0.6931471805599453,FRANK AMPEREZ 108 FE CHURCH ST GAINESVILLE T 76240 940 818 1265
B970650,37,304,0.6931471805599453,FRANCIS AMPEREZ 110489 BUZON CARROLLTON TEXAS 75011 972 257 0041
B959840,38,43,1.6094379124341005,R FOSTER 20672 SOUTHWOOD OAKS DR PORTER TX 77365 281 523 3035
B920841,38,43,1.6094379124341005,LUCIA R WILSON 20672 SOUTWHWOOD OAKS DR PORTER TEXAS 77365 281 523 3035
B963823,38,43,1.6094379124341005,LUCIA R OSTER 20672 SOUHWOOD OAKS DR PORTER TX 77365 281 523 3035
B968021,38,44,1.6094379124341005,LUCIA R WILSON 503 BEAVERS ST WARREN ARK 71671 870 544 7223
B936058,38,44,1.6094379124341005,LUCIA R WILSON 6009 MADISWON COUNTY RD 8500 HUNTSVILE AR 72740 479 801 1124
B926109,38,45,1.6094379124341005,LUCY R WILSON 27096 CALLER EL PASO TEXAS 79926 915 762 6150
B966914,39,45,1.0986122886681096,ALBERT C FOSTER 27096 POST EL PASO TX 79926 915 762 6150
B991507,39,46,1.0986122886681096,BIRD C FOSTER 20672 SOUTHWOOD OAKS DR PORTER TX 77365 281 523 3035
B899383,39,46,1.0986122886681096,ALBERT C FOSTER 20672 SOUTHWOOD OAKS DR PORTER TX 77365 281 523 3035
B956129,39,47,1.0986122886681096,ALBERT C FOTSER 280034 OFFICE BOX HOUSTON TEXAS 77228 713 315 1667
B946841,39,48,1.0986122886681096,ALBETR C FOSTER 5716 CEDAR GLN LANE BAKERSFIELD CA 93313 661 521 2862
B930737,40,309,0.6931471805599453,COREY E WADDELL 869 SHOSHONE LANE MELBOURNE FL 32904 321 608 3386
B969397,40,309,0.6931471805599453,C E WADDELL 869 SHOSHONE LN MELBOURNE FLA 32904 321 608 3386
B947906,41,247,1.0986122886681096,CANDACE QUILES 740515 BOX ORANGE CITY FL 32774 386 445 6002
B921077,41,275,1.0986122886681096,CANDACE QUILES 10808 FOOTHILL BLVD STE 160 166 RANCHO CUCAMONGA CALIF 91S730 909 522 1807
B945630,41,275,1.0986122886681096,CANDACE U 10808 FOOTHILL BOUL SUITE 160 166M RANCHO CUCAMONGA WAY 91730 909 522 1807
B988654,41,280,1.0986122886681096,DACEY QUILES 1894 HARTFORD S SALINAS CALIFORNIA 93906 831 567 4004
B971789,41,280,1.0986122886681096,CANDACE QUILES 1894 HARTFORD ST SALINAS CA 93906 831 567 4004
B940949,41,319,1.0986122886681096,CANDACE QUILES 1475 W 46TH ST APT 522 HIALEAH FL 33012 305 471 7123
B993706,41,319,1.0986122886681096,CANDACE QUILES 1475 W 46TH ST PT 522 HIALEAH FL 33012 305 471 7123
B953665,41,319,1.0986122886681096,CANDACE QUILES 1475 WEST 46TH STRT APT 522 HIALEAH FL 33012 305 471 7123
B981733,42,275,1.0986122886681096,FRANCISCO L URBANSKI 10808 FOOTHILL BLVD STEJ 160 166 RANCHO CUCAMONGA CALIFORNIA 91730 909 522 1807
B953235,42,275,1.0986122886681096,FRANCISCO L URBANSKI 10808 FOOTHILL BLVD STE 16 166 RANCHO CUCAMONGA CALIF 91730 909 522 1807
B944997,42,275,1.0986122886681096,FRANCISCO L URBANSKI 10808 FOOTHILL BLVD SIUITE 160 166 RANCHO CUCAMONGA CA 91730 909 522 1807
B963185,42,275,1.0986122886681096,FRANCISCO L URBANSKI 821 E 116TH PL LOS ANGELES CALIF 90059 818 160 2131
B946843,42,281,1.0986122886681096,FRANCISCO L URBANSKI 1894 HARTFORD ST SALINAS CALI 93906 831 567 4004
B987606,42,281,1.0986122886681096,F L URBANKSI 1894 HARTFORD T SALINAS CA P93906 831 567 4004
B985198,42,281,1.0986122886681096,FRANCISCO L URBANSKI 1894 HARTFORD ST SALINAS CALIFORNIA 93906 831 567 4004
B990580,42,281,1.0986122886681096,F L URBANSKI 31734 WATERFALL WAY MURRIETA CALI 92563 909 747 6753
B959787,43,60,1.0986122886681096,GRACIELA A ALBRIGHT 2512 DARTMOUTH COURT BEDFORD TX 76022 817 360 4064
B939669,43,60,1.0986122886681096,A 2512 DARTMOUTH COURT BEDFOR TEXAS 76022 817 360 4064
B998425,43,61,1.0986122886681096,GRACIELA A HOANG 1210 VENICE BLVD APARTMENT 408 CA 90291 310 565 2733
B983634,43,61,1.0986122886681096,GRACIELA A ALBRIGHT 1210 VENICE BLVD APT 408 CA 90291 310 565 2733
B920371,43,61,1.0986122886681096,A HOANG 1210 VENICE BOULEVARD APT 408 CALIF 90291 310 565 2733
B933188,44,61,0.6931471805599453,JUNA H 1210 VENICE BLVD APT 408 CALIFORNIA 90291 310 565 2733
B992271,44,61,0.6931471805599453,JUAN HOANG 1210 VENICE BLVD APARTMENT 408 CA 9021 310 565 2733
B899844,44,62,0.6931471805599453,JUAN HOANG 2920 POINT EAST DR APT N206 VENTURA FLORIDA 33160 305 621 0585
B979201,44,62,0.6931471805599453,JUAN HOAGN 2920 POCINT EAST DRV APT NU206 VENTURA FL 3160 305 621 0585
B943136,45,118,0.6931471805599453,DONNA D HOCK 430115 POST OFFICE MIAMI FL 33243 305 257 3421
B987766,45,118,0.6931471805599453,DONNA D HOCK 817432 BOX HOLLYWOOD FLA 33081 954 115 2545
B918340,46,262,0.6931471805599453,JULIAN C TARCY 681 W RETNETTE AVE EL CAJON CA 92020 619 226 2128
B932113,46,262,0.6931471805599453,JULIAN C TRACY 15313 MAUNA LOS STREET HESPERIA CA 92345 760 173 7706
B917608,47,252,0.6931471805599453,WYNNETH E GOODWNI 5765 BOX TITUSVILLE FL 32783 407 416 8414
B941732,47,252,0.6931471805599453,WYNNETH E GOODWIN 5765 POST OFFICE TITUSVILLE FL 32783 407 888 4630
B957718,48,310,1.6094379124341005,PEARLETHA L GAY 740 BROADWAY AT 53 SAN FRANCISCO CALI 94133 415 807 7426
B956865,48,310,1.6094379124341005,PEARLETHA L GRAY 740 BROADWAY APT 53 SAN FRANCISCO CA 94133 415 807 7426
B965444,48,311,1.6094379124341005,PEARLETHA L GRYA 208 BELLINGHAM CT LINCOLN OCA 95648 916 545 1364
B932857,48,311,1.6094379124341005,PEARLETHA L GRAY 4800 TIFFANY WAY FAIR OAKS CA 95628 916 365 2385
B991065,48,311,1.6094379124341005,PEARLETHA L GRAY 208 BELLINGHAM CT LINCOLN CA G95648 916 545 1364
B929439,49,83,1.0986122886681096,JANET P GUEVARRA 494163 POST BOX PORT CHARLOTTE FL 33949 941 660 1007
B901419,49,83,1.0986122886681096,J P GUEVARRA 7041 CALLER ALHAMBRA CA 91802 626 544 4372
B903704,49,84,1.0986122886681096,JANET P GUEVARRA 2706 18TH ST W LEHIGH ACRES FLA 33971 239 608 5388
B955358,50,84,1.3862943611198906,J A DOWNS 2706 18TH ST W LEHIGH ACRES FL 33971 239 608 5388
B995018,50,84,1.3862943611198906,JESUS A DOWNS 2706 18TH ST W LEHIGH ACRES FL 33971 239 608 5388
B900475,51,67,1.0986122886681096,MARCELINA SCHMOLDT 509 N ORANGE AVE MONTEREY PARK CALI 91755 626 875 0551
B934747,51,67,1.0986122886681096,MARCELINA SCHMOLDT 4616 IRVING ST SAN FRANCISCO CA 94122 415 172 3807
B938665,51,85,1.0986122886681096,MARCELINA SCHMOLDT 703 WASHINGTON STREET NEW SMYRNA BEACH FL 32168 386 206 1861
